id,modulo,rota,stub,uc,rf,prioridade,tipo,titulo_pt,titulo_en,passos_pt,passos_en,criterio_pt,criterio_en,status,verificado,execucao,falha,testado_por,data_teste,devolucoes,ultima_devolucao,referencia,observacoes
QA-AUD-45,aud-link,/api/public/{tenant}/promotions/{slug},Frontends/InfoRadio.Front.React/src/features/audience/public-promotion/PublicPromotionForm.tsx,E5; A-023,Onda 2,alta,permissao,Sem consentimento não envia,"No consent, no submission",,,"O envio é recusado sem o aceite, e o consentimento aceito é registrado com data e versão do texto","Submission is refused without the checkbox, and an accepted consent is recorded with date and text version",nao_testado,nao,,,,,0,,,
QA-AUD-46,aud-link,/api/public/{tenant}/promotions/{slug},Frontends/InfoRadio.Front.React/src/features/audience/public-promotion/CaptchaWidget.tsx,E5; A-023,Onda 2,alta,funcional,Captcha e limite por pessoa barram o abuso,Captcha and per-person limit stop abuse,,,"Sem resolver o captcha não envia, e a mesma pessoa não ultrapassa o limite configurado na promoção","Without solving the captcha nothing is sent, and the same person cannot exceed the configured limit",nao_testado,nao,,,,,0,,,
QA-AUD-47,aud-link,/api/public/{tenant}/promotions/{slug},Services/Audience/InfoRadio.Audience.Api/Controllers/PublicPromotionsController.cs,E5; A-023,Onda 2,alta,dados,Participação pública vincula a ouvinte existente sem duplicar,A public entry links to an existing listener without duplicating,,,"O match por CPF, telefone ou e-mail liga ao cadastro existente; sem match, cria um novo","A match by CPF, phone or e-mail links to the existing record; with no match, a new one is created",nao_testado,nao,,,,,0,,,
QA-AUD-48,aud-link,/api/public/{tenant}/promotions/{slug},Frontends/InfoRadio.Front.React/src/features/audience/public-promotion/PublicPromotionSuccess.tsx,E5; A-023,Onda 2,media,interface,Tela de sucesso confirma a participação,The success screen confirms the entry,,,"Depois de enviar, o ouvinte vê a confirmação em vez de ficar sem retorno","After submitting, the listener sees a confirmation instead of no feedback",nao_testado,nao,,,,,0,,,
QA-AUD-66,aud-link,/:tenant/audience/winner-notifications,Services/Audience/InfoRadio.Audience.Api/Controllers/WinnerNotificationsController.cs,E7,Onda 2,media,funcional,Reenviar uma notificação que falhou,Retry a failed notification,,,O reenvio parte do histórico e a nova tentativa fica registrada,The retry starts from the history and the new attempt is recorded,nao_testado,nao,,,,,0,,,
QA-AUD-67,aud-link,,Services/Audience/InfoRadio.Audience.Domain,E7,Onda 2,alta,permissao,Ouvinte com opt-out não recebe notificação,A listener who opted out receives no notification,,,"Quem pediu para não ser contatado fica fora do envio, mesmo sendo ganhador","Someone who asked not to be contacted is left out of the send, even as a winner",nao_testado,nao,,,,,0,,,
QA-063,aud-privacidade,,,E6; AUD-03/10/11/12,,alta,permissao,Permissões de privacidade,Privacy permissions,"Separar PrivacyRead, PrivacyWrite e PrivacyExecute; tentar ler, configurar e executar com cada perfil.","Separate PrivacyRead, PrivacyWrite and PrivacyExecute; try to read, configure and execute with each profile.",Privilégios independentes; leitura não autoriza expurgo/download de pacote por inferência.,Independent privileges; read does not authorize purge/package download by inference.,nao_testado,nao,,,,,0,,,
QA-064,aud-privacidade,,,E6; AUD-03/10/11/12,,alta,dados,Pacote do titular,Data subject package,"Abrir pedido de acesso, executar e baixar pacote válido; conferir dados, inclusive Note e Qualification, em todas as abas.","Open an access request, execute it and download a valid package; check the data, including Note and Qualification, in all tabs.",Pacote contém dados do titular correto; nota/qualificação declaradas; pedido de outra estação inacessível; token vencido retorna 410.,Package contains the correct data subject's data; note/qualification declared; another station's request inaccessible; expired token returns 410.,nao_testado,nao,,,,,0,,Catálogo anterior: QA-AUD-58,
QA-065,aud-privacidade,,,E6; AUD-03/10/11/12,,alta,funcional,Retificação associada,Linked rectification,"Criar pedido de retificação; abrir edição vinculada, corrigir e salvar; provocar falha/conflito e repetir com pedido incompatível.","Create a rectification request; open the linked edit, correct and save; provoke a failure/conflict and repeat with an incompatible request.",Cadastro e encerramento do pedido ocorrem juntos quando válidos; falha não encerra pedido sem corrigir dados.,Record update and request closure happen together when valid; failure does not close the request without correcting the data.,nao_testado,nao,,,,,0,,,
QA-066,aud-privacidade,,,E6; AUD-03/10/11/12,,alta,dados,Anonimização e trava legal,Anonymization and legal hold,Executar pedido de eliminação com e sem trava legal segundo procedimento.,Run an erasure request with and without legal hold according to the procedure.,"Com trava, degradação para anonimização é registrada; dados pessoais protegidos e histórico necessário preservado.","With a hold, the downgrade to anonymization is recorded; personal data protected and required history preserved.",nao_testado,nao,,,,,0,,"Catálogo anterior: QA-AUD-55, QA-AUD-56",
QA-067,aud-privacidade,,,E6; AUD-03/10/11/12,,alta,dados,Retenção desligada e simulação,Retention off and simulation,"Com flag desligada verificar ausência de execução; ligar em modo report, registrar candidatos e contagens.","With the flag off, verify there is no execution; turn it on in report mode, record candidates and counts.",Desligado não expurga; report apenas relata; candidatos coincidem com categoria/prazo e exclusões.,Off does not purge; report only reports; candidates match category/period and exclusions.,nao_testado,nao,,,,,0,,Catálogo anterior: QA-AUD-51,
QA-068,aud-privacidade,,,E6; AUD-03/10/11/12,,alta,dados,Data original de migrado,Original date of migrated record,Comparar migrado sem participação e cadastro antigo na origem com ouvinte criado recentemente.,Compare a migrated listener with no participation and an old registration at the source against a recently created listener.,Retenção usa CadastradoEm do migrado como piso pertinente; importar não reinicia artificialmente prazo. Conferir candidatos antes de apply.,Retention uses the migrated record's CadastradoEm as the relevant floor; importing does not artificially restart the period. Check candidates before apply.,nao_testado,nao,,,,,0,,,
QA-069,aud-privacidade,,,E6; AUD-03/10/11/12,,alta,dados,Três travas de Delete,Three Delete locks,"Tentar Delete para Consent, Listener, PromotionParticipation, ProgramParticipation e ExportLog; testar categoria permitida.","Try Delete for Consent, Listener, PromotionParticipation, ProgramParticipation and ExportLog; test an allowed category.",Consent preserva prova; três categorias de relatório recusam por agregados; ExportLog recusa por trilha de evidência; demais dependem da política válida.,Consent preserves proof; the three report categories refuse due to aggregates; ExportLog refuses due to the evidence trail; the others depend on the valid policy.,nao_testado,nao,,,,,0,,Catálogo anterior: QA-AUD-54,
QA-070,aud-privacidade,,,E6; AUD-03/10/11/12,,alta,dados,"Apply, reinício e duas instâncias","Apply, restart and two instances",Seguir procedimento: report → apply na massa de QA → reinício durante execução → duas instâncias; reconciliar banco/blob/auditoria.,Follow the procedure: report → apply on the QA test data → restart during execution → two instances; reconcile database/blob/audit.,"Sem dupla execução por estação, vazamento ou dados parciais não rastreados; exclusões/anonimizações respeitam travas; estatísticas conferidas.","No double execution per station, leakage or untracked partial data; deletions/anonymizations respect the locks; statistics checked.",nao_testado,nao,,,,,0,,"Catálogo anterior: QA-AUD-52, QA-AUD-53",
QA-AUD-50,aud-privacidade,/:tenant/audience/configuration,Frontends/InfoRadio.Front.React/src/features/audience/configuration,E6; A-019,Onda 2,alta,funcional,Configurar a política de retenção por tipo de dado,Configure the retention policy per data type,,,Prazos e a escolha entre anonimizar e excluir ficam salvos por entidade,Deadlines and the choice between anonymize and delete are stored per entity,nao_testado,nao,,,,,0,,,
QA-AUD-57,aud-privacidade,/:tenant/audience/privacy,Services/Audience/InfoRadio.Audience.Api/Controllers/PrivacyRequestsController.cs,E6,Onda 2,media,funcional,Pedidos vencidos são destacados,Overdue requests are highlighted,,,"A lista separa os pedidos fora do prazo, para não passarem despercebidos",The list separates out-of-deadline requests so they do not go unnoticed,nao_testado,nao,,,,,0,,,
QA-AUD-59,aud-privacidade,/:tenant/audience/configuration,Services/Audience/InfoRadio.Audience.Api/Controllers/ConsentTextsController.cs,E6,Onda 2,media,dados,Texto de consentimento é versionado,The consent text is versioned,,,"Publicar um texto novo preserva o anterior no histórico, e o aceite aponta a versão vigente","Publishing a new text keeps the previous one in history, and an acceptance points to the version in force",nao_testado,nao,,,,,0,,,
QA-071,aud-infoaudio,,,E17/E12; AUD-15/20,,alta,integracao,Enfileirar pela promoção,Queue from the promotion,"Na lista de participações de promoção, usar envio InfoAudio; testar configuração desligada e perfil sem permissão.","In the promotion participations list, use InfoAudio send; test with configuration off and a profile without permission.",Envio permitido gera encaminhamento rastreável; ação só aparece no contexto de promoção e conforme gate; ausência de configuração não gera falso sucesso.,An allowed send produces a traceable forwarding; the action only appears in the promotion context and according to the gate; missing configuration does not produce a false success.,liberada,sim,"- Com a integração desabilitado não é possível enviar participação ou sorteio para o InfoAudio.

- Perfil sem permissão não tem visualização para utilizar a função.",,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-68,
QA-072,aud-infoaudio,,,E17/E12; AUD-15/20,,alta,integracao,Entrega e ACK,Delivery and ACK,"Enviar participação, pedido musical e sorteio; observar fila, confirmação premise, timeout, reconexão e repetição.","Send a participation, a song request and a draw; observe queue, premise confirmation, timeout, reconnection and repeat.",IDs e estados reconciliam; envio não equivale a ACK; sem duplicação na reprodução após retry/reconexão.,IDs and states reconcile; sending is not equivalent to ACK; no duplication in playback after retry/reconnection.,liberada,sim,"- Enviar participação do ouvinte via chat no botão ""Encaminhar ao InfoAudio"" está funcionado.

- Após o sorteio ser concluido a função de ""Enviar ao InfoAudio"" é disponibilizado para disparar para locutor anunciar.",- Enviar participação do ouvinte via chat vinculado a promoção está funcionado.,Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-71, QA-AUD-72, QA-AUD-73, QA-AUD-74",
QA-073,aud-infoaudio,,,E17/E12; AUD-15/20,,media,integracao,Catálogo musical,Music catalog,Pesquisar música/artista via integração; selecionar e encaminhar pedido; simular premise indisponível.,Search song/artist via the integration; select and forward a request; simulate the premise unavailable.,Catálogo e seleção coerentes; indisponibilidade tratada; recuperação não mistura estações.,Catalog and selection consistent; unavailability handled; recovery does not mix stations.,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-77,QA-AUD-77 (catálogo anterior): Não localizado na varredura de código de 2026-09-09; depende do contrato da API nova
QA-074,aud-infoaudio,,,E17/E12; AUD-15/20,,alta,integracao,Vídeo sem capability,Video without capability,Enviar participação com vídeo para premise que não negocia vídeo.,Send a participation with video to a premise that does not negotiate video.,Participação inteira recusada; não encaminha apenas texto/áudio exibindo sucesso do vídeo.,The entire participation is rejected; it does not forward only text/audio while showing video success.,liberada,sim,- Não é possível enviar ao InfoAudio a participação com vídeo.,,Alisson Delatim,2026-09-24,0,,,
QA-075,aud-infoaudio,,,E17/E12; AUD-15/20,,alta,integracao,Vídeo com capability,Video with capability,"Com premise compatível, negociar vídeo e enviar mídia suportada até Vmix/playout; conferir moderação.","With a compatible premise, negotiate video and send supported media through to Vmix/playout; check moderation.","Somente conteúdo elegível vai ao ar com mídia correta. Sem lado premise compatível, registrar Bloqueado, não Aprovado pela nuvem.","Only eligible content goes on air with the correct media. Without a compatible premise side, record Blocked, not Approved by the cloud.",liberada,sim,- Não é possível enviar ao InfoAudio a participação com vídeo.,,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-113,QA-AUD-113 (catálogo anterior): Depende do E17; não localizado na varredura de 2026-09-09
QA-076,aud-infoaudio,,,E17/E12; AUD-15/20,,alta,integracao,Tempo real integrado,Integrated real time,"Duas sessões de Locução: receber, concluir, mover e remover participação; derrubar conexão e reconectar; repetir em duas instâncias Azure.","Two Announcer screen sessions: receive, complete, move and remove a participation; drop the connection and reconnect; repeat on two Azure instances.",Filas convergem com persistência; nenhuma mensagem cruza tenant; sem duplicatas após reconexão. Mock de SignalR não substitui esta execução.,Queues converge with persistence; no message crosses tenants; no duplicates after reconnection. A SignalR mock does not replace this run.,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,,
QA-AUD-69,aud-infoaudio,/:tenant/audience/stations/:stationId/infoaudio,Frontends/InfoRadio.Front.React/src/features/audience/infoaudio,E17; A-006,Onda 1,alta,funcional,Ligar e desligar a conexão com o InfoAudio,Turn the InfoAudio connection on and off,,,O estado da conexão aparece na tela e acompanha o que foi configurado,The connection state shows on screen and follows what was configured,liberada,sim,"- Sim, se o InfoAudio estiver aberto a conexão é ativa e se o InfoAudio estiver fechado a conexão fica tentando reconectar.",,Alisson Delatim,2026-09-24,0,,,
QA-AUD-70,aud-infoaudio,/:tenant/audience/stations/:stationId/infoaudio,Frontends/InfoRadio.Front.React/src/features/audience/infoaudio,E17,Onda 1,alta,permissao,Gerar token de onboarding e rotacionar o segredo,Generate the onboarding token and rotate the secret,,,O token é gerado sob demanda e a rotação invalida o segredo anterior,The token is generated on demand and rotation invalidates the previous secret,liberada,sim,- Token é gerado pelo Gestão de Ouvintes e configurado nos parâmetros na central de aplicativos (URL: https://app-inforadio-frontend-stage.azurewebsites.net/teste/audience/infoaudio).,,Alisson Delatim,2026-09-24,0,,,
QA-AUD-75,aud-infoaudio,/:tenant/audience/stations/:stationId/infoaudio,Frontends/InfoRadio.Front.React/src/features/audience/infoaudio,E17,Onda 1,media,funcional,Enviar sorteios só é editável com a conexão ligada,Send draws is editable only with the connection on,,,"Com o WebSocket desligado a opção fica bloqueada, evitando configuração sem efeito","With the WebSocket off the option is locked, avoiding a setting with no effect",liberada,sim,- Com WebSocket desligado ao enviar sorteio fica pendente até a conexão reestabelecer o reenviar novamente.,,Alisson Delatim,2026-09-24,0,,,
QA-AUD-76,aud-infoaudio,,Services/Audience/InfoRadio.Audience.Domain,E17; A-008,Onda 1,alta,integracao,Pedido musical guarda o identificador do InfoAudio,The song request stores the InfoAudio identifier,,,"A música escolhida é referenciada pelo id do catálogo, sem cópia local do acervo","The chosen song is referenced by the catalog id, with no local copy of the library",nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,,,0,,,Não localizado na varredura de código de 2026-09-09; o épico depende do contrato da API nova do InfoAudio
QA-AUD-112,aud-infoaudio,/:tenant/audience/locution/:id,Frontends/InfoRadio.Front.React/src/features/audience/locution,E12; A-013,Onda 3,media,funcional,Vídeos das participações aparecem na tela do locutor,Participation videos show on the announcer screen,,,O vídeo enviado pelo ouvinte é reproduzível na locução,The video sent by the listener plays in the announcer screen,nao_implementada,sim,,- No momento não é possível enviar vídeo do gestão de ouvintes para o InfoAudio. ,,,0,,,"Item de Onda 3, atrás do E17; não localizado na varredura de 2026-09-09"
QA-AUD-114,aud-infoaudio,/:tenant/audience/locution/:id,Frontends/InfoRadio.Front.React/src/features/audience/locution,E12,Onda 3,media,funcional,Controlar o que está no ar,Control what is on air,,,"O locutor coloca e retira a participação do ar, e a tela reflete o estado","The announcer puts the participation on and off air, and the screen reflects the state",liberada,sim,- O locutor pode controlar a participação do ouvinte pela participação ele marca se já foi lido e no sorteio ele marca se já foi sorteio e pode remover o card.,,Alisson Delatim,2026-09-24,0,,,Item de Onda 3; não localizado na varredura de 2026-09-09
QA-AUD-115,aud-infoaudio,/:tenant/audience/locution,Frontends/InfoRadio.Front.React/src/features/audience/locution,E12,Onda 3,media,funcional,"Painel do locutor traz participações, ganhadores e agenda","The announcer panel shows participations, winners and schedule",,,"As abas do programa mostram participações, ganhadores do sorteio, promoções e agenda","The program tabs show participations, draw winners, promotions and schedule",nao_implementada,sim,,- Na aba locutor só traz o cadastro dele.,Alisson Delatim,2026-09-24,0,,,
QA-077,aud-interface,,,ANG-03…09; TEC-01…08,,media,interface,Responsividade,Responsiveness,"Repetir navegação/formulários/diálogos em larguras 320, 375, 768, 1024 e desktop, incluindo import e página pública.","Repeat navigation/forms/dialogs at widths 320, 375, 768, 1024 and desktop, including import and the public page.",Sem rolagem horizontal da página nem botão inacessível; tabelas podem ter rolagem interna intencional; teclado e foco funcionam.,No horizontal page scroll nor unreachable button; tables may have intentional internal scroll; keyboard and focus work.,nao_testado,nao,,,,,0,,,
QA-078,aud-interface,,,ANG-03…09; TEC-01…08,,media,interface,Temas e contraste,Themes and contrast,"Alternar claro/escuro; conferir campos, foco, comentários Facebook, gráficos e faixas InfoAudio.","Toggle light/dark; check fields, focus, Facebook comments, charts and InfoAudio strips.",Texto/contorno legíveis; cores decorativas não são usadas como texto ilegível; screenshots de telas reais guardados.,Text/outline readable; decorative colors are not used as illegible text; screenshots of real screens kept.,nao_testado,nao,,,,,0,,,
QA-079,aud-interface,,,ANG-03…09; TEC-01…08,,media,interface,Três idiomas,Three languages,"Trocar pt-br → en-us → es-es sem recarregar, com ficha/lista/gráfico abertos.","Switch pt-br → en-us → es-es without reloading, with listener record/list/chart open.",Textos e datas/rótulos atualizam; valores e fuso não mudam; sem chave crua nem data sentinela exibida.,Texts and dates/labels update; values and time zone do not change; no raw key nor sentinel date displayed.,nao_testado,nao,,,,,0,,Catálogo anterior: QA-AUD-124,
QA-080,aud-interface,,,ANG-03…09; TEC-01…08,,media,interface,FAQ e visual homologado,FAQ and approved visuals,Abrir os quatro FAQs e comparar imagens com interface atual usando capturas aprovadas.,Open the four FAQs and compare images with the current interface using approved screenshots.,"Diferenças registradas; ANG-08 só fecha com capturas reais homologadas, não mockups.","Differences recorded; ANG-08 only closes with approved real screenshots, not mockups.",nao_testado,nao,,,,,0,,,
QA-081,aud-interface,,,ANG-03…09; TEC-01…08,,alta,integracao,Sondas e alerta,Probes and alert,"Com Ops, consultar live/ready, provocar dependência indisponível em teste e verificar alerta/recuperação.","With Ops, query live/ready, cause an unavailable dependency in test and verify alert/recovery.",Readiness não libera configuração incompleta; alerta chega ao destinatário. YAML e endpoint local não provam monitor configurado.,Readiness does not pass an incomplete configuration; the alert reaches the recipient. YAML and a local endpoint do not prove a configured monitor.,nao_testado,nao,,,,,0,,,
QA-082,aud-interface,,,ANG-03…09; TEC-01…08,,alta,integracao,Azure SignalR,Azure SignalR,"Com Ops, registrar transporte escolhido, negotiate, conexão gerenciada, duas instâncias, isolamento e failover.","With Ops, record the chosen transport, negotiate, managed connection, two instances, isolation and failover.",Tenant/estação definidos antes de ativar hubs; clientes reconectam corretamente; nenhuma entrega entre tenants/grupos homônimos.,Tenant/station defined before activating hubs; clients reconnect correctly; no delivery across tenants/same-named groups.,nao_testado,nao,,,,,0,,,
QA-083,aud-interface,,,ANG-03…09; TEC-01…08,,media,integracao,"Sessão, SPA e telemetria","Session, SPA and telemetry","Testar login MSAL real, expiração, recarga de rota profunda, navegação e erro rastreável.","Test real MSAL login, expiration, deep route reload, navigation and traceable error.",Sessão recupera/expira corretamente; SPA abre URL direta; telemetria chega ao ambiente sem dados pessoais indevidos.,Session recovers/expires correctly; SPA opens a direct URL; telemetry reaches the environment without improper personal data.,nao_testado,nao,,,,,0,,,
QA-AUD-125,aud-interface,/:tenant/audience,Frontends/InfoRadio.Front.React/src/features/audience,T0; A-011,Onda 0,baixa,interface,Atalhos de teclado nas listas e formulários,Keyboard shortcuts in lists and forms,,,"Navegar, abrir e fechar pelo teclado funciona no padrão adotado pela casa","Navigating, opening and closing by keyboard works in the pattern adopted by the house",nao_implementada,nao,,,,,0,,,Confirmado net-new no plano; mapeamento de teclas ainda pendente de Dev e UX
QA-AUD-130,aud-interface,/:tenant/audience,Frontends/InfoRadio.Front.React/src/features/audience,T0,Onda 1,media,interface,Telas migradas para React mantêm o comportamento anterior,Screens migrated to React keep the previous behavior,,,"Filtros, paginação e ações das telas migradas funcionam como funcionavam no Angular","Filters, pagination and actions on the migrated screens work as they did in Angular",nao_testado,nao,,,,,0,,,
QA-AUD-131,aud-interface,/:tenant/audience,Frontends/InfoRadio.Front.React/src/app/router.tsx,T0,Onda 1,media,funcional,Área ainda não migrada cai no fluxo antigo sem erro,A not-yet-migrated area falls back to the old flow without error,,,Acessar uma rota fora do conjunto migrado leva à tela antiga em vez de quebrar,Reaching a route outside the migrated set leads to the old screen instead of breaking,nao_testado,nao,,,,,0,,,
